Name,Address,Long,Lat,Num Beds 
John Cochran Division,"915 N Grand Blvd, St. Louis, MO 63106",-90.23156818259181,38.64258935,0
John J. Pershing VA Medical Center,"1500 N Westwood Blvd, Poplar Bluff, MO 63901",-90.41646379615993,36.772046200000005,0
Kansas City VA Medical Center,"4801 Linwood Blvd, Kansas City, MO 64128",-94.5270046,39.0638194,0
Lake Regional Health System,,,,116
Lee's Summit Medical Center,"2100 SE Blue Pkwy, Lee's Summit, MO 64063",-94.33295856993506,38.903140300000004,80
Liberty Hospital,"2525 Glenn Hendren Dr, Liberty, MO 64068",-94.424015,39.274774,199
Mercy Children's Hospital Saint Louis,"615 S New Ballas Rd, St. Louis, MO 63141",-90.4460795385316,38.6454887,0
Mercy Children's Hospital Springfield,,,,0
Mercy Heart and Vascular Hospital Saint Louis,"625 S New Ballas Rd, St. Louis, MO 63141",-90.44354239157447,38.644409876914295,0
Mercy Hospital Jefferson,"1400 US-61, Festus, MO 63028",-90.3957757,38.1921293,321
Mercy Hospital Joplin,"100 Mercy Way, Joplin, MO 64804",-94.509838379283,37.03651775,240
Mercy Hospital Lebanon,"100 Hospital Dr, Lebanon, MO 65536",-92.63406483343294,37.68130705,43
Mercy Hospital Saint Louis,"615 S New Ballas Rd, St. Louis, MO 63141",-90.4460795385316,38.6454887,859
Mercy Hospital South,"Palmer Rd S, Bethesda, MD 20814",-77.0919132,38.9999382,767
Mercy Hospital Springfield,"1235 E Cherokee St, Springfield, MO 65804",-93.27414378114038,37.1779865,665
Mercy Hospital Washington,"901 E Fifth St, Washington, MO 63090",,,148
Missouri Baptist Medical Center,"3015 N Ballas Rd, St. Louis, MO 63131",-90.4463108730643,38.636162600000006,426
Missouri Delta Medical Center,"1008 N Main St, Sikeston, MO 63801",-89.5834552,36.889995,133
Moberly Regional Medical Center,"1515 Union Ave, Moberly, MO 65270",-92.41414562608827,39.42545115,51
Mosaic Life Care at St. Joseph Medical Center,"5325 Faraon St, St Joseph, MO 64506",-94.77175903174603,39.7702143968254,352
Mosaic Medical Center - Maryville,"2016 S Main St, Maryville, MO 64468",-94.87660710787983,40.32509245,52
Nevada Regional Medical Center,"800 S Ash St, Nevada, MO 64772",-94.36076668599668,37.8303372,71
North Kansas City Hospital,"2800 Clay Edwards Dr, North Kansas City, MO 64116",-94.55144290818315,39.14991225,411
Northeast Regional Medical Center,"315 S Osteopathy Ave, Kirksville, MO 63501",-92.5889630445565,40.19310445,51
Ozarks Medical Center,"1100 Kentucky Ave, West Plains, MO 65775",-91.87529342276618,36.738344600000005,103
Parkland Health Center - Farmington,"1101 W Liberty St, Farmington, MO 63640",-90.43817835449039,37.7815079,108
Pemiscot Memorial Main Hospital,,,,167
Phelps Health Hospital,"1000 W 10th St, Rolla, MO 65401",-91.78554390723033,37.95333255,242
Poplar Bluff Regional Medical Center - Oak Grove,"3100 Oak Grove Rd, Poplar Bluff, MO 63901",-90.44239787099634,36.786505250000005,232
Progress West Hospital,"2 Progress Point Pkwy, O'Fallon, MO 63368",-90.6988026,38.7157313,68
Research Medical Center,"2316 E Meyer Blvd, Kansas City, MO 64132",-94.55974787621142,39.009935049999996,442
Saint Alexius Hospital - Broadway Campus,"3933 S Broadway, St. Louis, MO 63118",-90.22868542088727,38.5835789,178
Saint Francis Medical Center,,,,307
Saint Joseph Medical Center,,,,141
Saint Luke's Des Peres Hospital,"2345 Dougherty Ferry Rd, St. Louis, MO 63122",-90.45115610551632,38.583456049999995,88
Saint Luke's East Hospital,"100 NE St Lukes Blvd, Lee's Summit, MO 64086",-94.38100396092653,38.941448949999995,184
Saint Luke's Hospital,,,,464
Saint Luke's Hospital of Kansas City,"4401 Wornall Rd, Kansas City, MO 64111",-94.590033,39.046483,460
Saint Luke's North Hospital - Barry Road,"5830 NW Barry Rd, Kansas City, MO 64154",-94.64843479367092,39.24864035,0
Saint Luke's North Hospital - Smithville,"601 S US-169, Smithville, MO 64089",-94.583427,39.39792,130
Saint Mary's Medical Center,,,,83
Southeast Health Center of Stoddard County,"1200 N 1 Mile Rd, Dexter, MO 63841",,,48
Southeast Hospital,,,,194
SSM Health Saint Clare Hospital - Fenton,"1015 Bowles Ave, Fenton, MO 63026",-90.4760189155491,38.5276908,180
SSM Health Saint Joseph Hospital-Saint Charles,,,,256
SSM Health DePaul Hospital - St. Louis,"12303 De Paul Dr, Bridgeton, MO 63044",,,516
SSM Health Rehabilitation Hospital - Bridgeton,"12380 De Paul Dr, Bridgeton, MO 63044",,,0
SSM Health Rehabilitation Hospital- Lake Saint Louis,"100 Medical Plaza 5th floor, Lake St Louis, MO 63367",,,0
SSM Health Saint Joseph Health Center - Wentzville,"500 Medical Dr, Wentzville, MO 63385",-90.8806741,38.8226492,86
SSM Health Saint Joseph Hospital - Lake Saint Louis,"100 Medical Plaza, Lake St Louis, MO 63367",-90.77515551718105,38.802246600000004,199
SSM Health Saint Louis University Hospital,"3635 Vista Ave, St. Louis, MO 63110",-90.2390457,38.6229713,327
SSM Health Saint Mary's Hospital - Audrain,"620 E Monroe St, Mexico, MO 65265",-91.8779415,39.1725433,60
SSM Health Saint Mary's Hospital - Jefferson City,"2505 Mission Dr, Jefferson City, MO 65109",-92.2220520580006,38.55854415,167
SSM Health Saint Mary's Hospital - Saint Louis,,,,676
Texas County Memorial Hospital,"1333 S Sam Houston Blvd, Houston, MO 65483",-91.96077202601234,37.31578615,47
TMC Health Sciences District.,,,,238
Truman Medical Center Lakewood,"2301 Holmes St, Kansas City, MO 64108",-94.57481611350138,39.0857029,298
University of Missouri Hospital,,,,591
Western Missouri Medical Center,"403 Burkarth Rd, Warrensburg, MO 64093",-93.72179428314129,38.7658979,58
Commonwealth Health Center,"2978 Centreville Rd, Herndon, VA 20171",-77.41587447553049,38.92697074891608,74
81st Medical Group - Keesler Medical Center,"301 Fisher St, Biloxi, MS 39534",-88.91121562020082,30.412073149999998,0
Alliance Health Center,,,,154
Alliance Hospital,,,,40
Anderson Regional Medical Center North,,,,260
Anderson Regional Medical Center South,"1102 Constitution Ave, Meridian, MS 39301",,,69
Baptist Memorial Hospital - Booneville,"100 Hospital St, Booneville, MS 38829",,,54
Baptist Memorial Hospital - DeSoto,"7601 Southcrest Pkwy, Southaven, MS 38671",-89.99645255672343,34.9696335,339
Baptist Memorial Hospital - Golden Triangle,"2520 N 5th St, Columbus, MS 39705",-88.42739415842918,33.52582555,211
Baptist Memorial Hospital - North Mississippi,"1100 Belk Blvd, Oxford, MS 38655",-89.52900242127086,34.3478785,182
Baptist Memorial Hospital - Union County,"200 Hwy 30 W, New Albany, MS 38652",-89.0274683041608,34.4979469,92
Beacham Memorial Hospital,"205 N Cherry St, Magnolia, MS 39652",-90.4596768,31.1458865,31
Bolivar Medical Center,"901 E Sunflower Rd, Cleveland, MS 38732",-90.70917413273403,33.7472920758814,164
Choctaw Hospital,,,,20
Conerly Critical Care Hospital,,,,0
Delta Regional Medical Center,"1400 E Union St, Greenville, MS 38703",-91.03535631548698,33.4105268,201
Forrest General Hospital,"6051 US 49, Hattiesburg, MS 39401",-89.306152,31.2959892,471
G.V. Sonny Montgomery VA Medical Center,"1500 E Woodrow Wilson Ave, Jackson, MS 39216",-90.1669397301105,32.3287619,0
Garden Park Medical Center,"15200 Community Rd, Gulfport, MS 39503",-89.09299918369769,30.443817199999998,121
George Regional Hospital,"859 Winter St, Lucedale, MS 39452",-88.592897,30.921932,42
Greenwood Leflore Hospital,"1401 River Rd, Greenwood, MS 38930",-90.2008840281191,33.51807775,193
Gulf Coast Veterans Health Care System,"400 Veterans Ave, Biloxi, MS 39531",-88.94897432835288,30.410261650000002,0
Highland Community Hospital,"130 Highland Pkwy, Picayune, MS 39466",-89.66516600368098,30.55034395,49
Jasper General Hospital,,,,20
Jefferson Comprehensive Health Center,,,,30
King's Daughters Medical Center,,,,90
Magee General Hospital,"300 3rd Ave SE, Magee, MS 39111",-89.72885250107183,31.8711616,44
Magnolia Regional Health Center,"611 Alcorn Dr, Corinth, MS 38834",,,182
Marion General Hospital,,,,49
Memorial Hospital at Gulfport,,,,281
Merit Health Biloxi,"150 Reynoir St, Biloxi, MS 39530",-88.88968482560243,30.39597745,177
Merit Health Central,"1850 Chadwick Dr, Jackson, MS 39204",-90.25493980690467,32.287774999999996,319
Merit Health Madison,"161 River Oaks Drive, Canton, MS 39046",,,67
Merit Health Natchez,"54 Sergeant Prentiss Dr, Natchez, MS 39120",,,179
Merit Health Rankin,"350 Crossgates Blvd, Brandon, MS 39042",-90.03492720674875,32.287048,134
Merit Health River Oaks,"1030 River Oaks Dr, Flowood, MS 39232",-90.10502819385931,32.3255819,158
Merit Health River Region,,,,321
Merit Health Wesley,,,,167
Merit Health Woman's Hospital,"1026 N Flowood Dr, Flowood, MS 39232",-90.10145759631595,32.32963595,33
Methodist Olive Branch Hospital,"4250 Bethel Rd, Olive Branch, MS 38654",-89.79202705982084,34.92267835,53
Methodist Rehabilitation Center,"301 Russell Ave, Gaithersburg, MD 20877",-77.19774803411333,39.14818255,124
Mississippi Baptist Medical Center,"1225 N State St, Jackson, MS 39202",,,446
Neshoba County General Hospital,"1001 Holland Ave, Philadelphia, MS 39350",-89.10699017523785,32.75658575,208
North Mississippi Medical Center - Eupora,"70 Medical Plaza, Eupora, MS 39744",-89.26601073473608,33.5339607,38
North Mississippi Medical Center - Iuka,"1777 Curtis Dr, Iuka, MS 38852",-88.20840227493119,34.80182225,48
North Mississippi Medical Center - Tupelo,"830 S Gloster St, Tupelo, MS 38801",-88.71609257565105,34.2420289,621
North Mississippi Medical Center - West Point,"835 Medical Center Dr, West Point, MS 39773",-88.66343941973379,33.61869682801465,49
North Mississippi Medical Center Gilmore - Amory,"1105 Earl Frye Blvd, Amory, MS 38821",-88.47696095615507,33.97701585,95
North Mississippi Medical Center Women's Hospital,"4566 S Eason Blvd, Tupelo, MS 38801",-88.65654050057127,34.25719630084251,0
Northwest Mississippi Medical Center,"1970 Hospital Dr, Clarksdale, MS 38614",-90.55205673317846,34.196194950000006,181
Ocean Springs Hospital,,,,0
OCH Regional Medical Center,"400 Hospital Rd, Starkville, MS 39759",-88.82106270995162,33.47592625,88
Ochsner Medical Center - Hancock,"149 Drinkwater Rd, Bay St Louis, MS 39520",-89.35444519484417,30.31681775,47
Panola Medical Center,"303 Medical Center Dr, Batesville, MS 38606",-89.91473265521455,34.3061421,67
Pascagoula Hospital,"2809 Denny Ave, Pascagoula, MS 39581",-88.53377559911311,30.3747033,390
Patients Choice Medical Center of Smith County,,,,29
Rush Foundation Hospital,"1314 19th Ave, Meridian, MS 39301",-88.69675050000001,32.3698251,182
Saint Dominic Hospital,"969 Lakeland Dr, Jackson, MS 39216",-90.16522448031319,32.33306605,571
Sharkey-Issaquena Community Hospital,"47 4th St, Rolling Fork, MS 39159",-90.88431529553557,32.9044509,83
South Central Regional Medical Center,"1220 Jefferson St, Laurel, MS 39440",-89.1411478107311,31.685108200000002,268
South Sunflower County Hospital,"121 E Baker St, Indianola, MS 38751",-90.64947904204237,33.45746175,47
Southwest Mississippi Regional Medical Center,"215 Marion Ave, McComb, MS 39648",-90.47444329956089,31.2512388,160
Trace Regional Hospital,"8 E Madison St, Houston, MS 38851",-88.9839755,33.8942221,120
UMMC Grenada,,,,49
University of Mississippi Medical Center,"2500 N State St, Jackson, MS 39216",-90.1725205723653,32.32938955,698
Wayne General Hospital,,,,49
West Campus of Delta Regional Medical Center,"300 S Washington Ave, Greenville, MS 38701",-91.061071,33.411615,113
Whitfield Medical Surgical Hospital,"3550 MS-468, Pearl, MS 39208",-90.08189460866174,32.23643320598563,32
Winfred L Wiser Hospital for Women and Infants,"2500 N State St, Jackson, MS 39216",-90.1725205723653,32.32938955,0
Winston Medical Center,"17550 E Main St, Louisville, MS 39339",-89.03610394933636,33.123811700000005,144
Yalobusha General Hospital,"630 S Main St, Water Valley, MS 38965",-89.64272317551615,34.1315798,26
Benefis East Campus,,,,478
Benefis Healthcare - West Campus,"1101 26th St S, Great Falls, MT 59405",-111.26087582488903,47.491181499999996,0
Billings Clinic Hospital,"2800 10th Ave N, Billings, MT 59101",-108.51365771273277,45.78960595,301
Blackfeet Community Hospital,"760 Blackweasel Rd, Browning, MT 59417",,,26
Bozeman Health Big Sky Medical Center,"334 Town Center Ave, Big Sky, MT 59716",-111.30095351759618,45.260442049999995,4
Bozeman Health Deaconess Hospital,"915 Highland Blvd, Bozeman, MT 59715",-111.02053517279586,45.66961665,83
Community Medical Center,,,,151
Great Falls Clinic Hospital,"3010 15th Ave S, Great Falls, MT 59405",-111.2599744,47.4896489,20
Kalispell Regional Medical Center,"310 Sunnyview Ln, Kalispell, MT 59901",-114.32348279948803,48.21448575,288
Montana Children's Medical Center,"350 Sunnyview Ln, Kalispell, MT 59901",-114.32487434738864,48.215279297411776,0
Northern Montana Hospital,,,,184
Providence Saint Patrick Hospital,"500 W Broadway St, Missoula, MT 59802",-114.00026351434607,46.875147850000005,188
Saint Peter's Hospital,"254 Easton Ave, New Brunswick, NJ 08901",-74.45986663345295,40.500649100000004,125
Saint Vincent Healthcare,,,,256
St. James Healthcare,"275 Moriches Rd, St James, NY 11780",-73.144392,40.881338,71
The HealthCenter,,,,27
VA Medical Center and Ambulatory Care Clinic,,,,0
AdventHealth Hendersonville,"100 Hospital Dr, Hendersonville, NC 28792",,,98
Alamance Regional Medical Center,,,,212
Atrium Health Anson,"2301 US-74, Wadesboro, NC 28170",-80.11005801764225,34.97751385,15
Atrium Health Cabarrus,"920 Church St N, Concord, NC 28025",-80.60208380225204,35.4375493,457
Atrium Health Cleveland,"201 E Grover St, Shelby, NC 28150",-81.53656502540795,35.30283665,241
Atrium Health Kings Mountain,"706 W King St, Kings Mountain, NC 28086",-81.35685883447437,35.241727299999994,62
Atrium Health Lincoln,"433 McAlister Rd, Lincolnton, NC 28092",-81.2030763568529,35.4900947,101
Atrium Health Mercy,"2001 Vail Ave, Charlotte, NC 28207",-80.82055883046371,35.20963195,0
Atrium Health Pineville,,,,250
Atrium Health Stanly,"301 Yadkin St, Albemarle, NC 28001",-80.1930606,35.3646696,109
Atrium Health Union,"600 Hospital Dr, Monroe, NC 28112",-80.52226811412388,34.97545435,252
Atrium Health University City,"8800 N Tryon St, Charlotte, NC 28262",-80.74690396069384,35.3054619,100
Betsy Johnson Regional Hospital,"800 Tilghman Dr, Dunn, NC 28334",-78.6347374,35.3068297,151
Brenner Children's Hospital,"Medical Center Blvd, Winston-Salem, NC 27157",-80.27146,36.0903013,0
Caldwell Memorial Hospital,"321 Mulberry St SW, Lenoir, NC 28645",-81.53513749426196,35.91059635,110
Cape Fear Valley Hoke Hospital,"300 Medical Pavilion Dr #210, Raeford, NC 28376",,,41
Cape Fear Valley Medical Center,"1638 Owen Dr, Fayetteville, NC 28304",-78.93327200335457,35.031811399999995,656
CarolinaEast Medical Center,"2000 Neuse Blvd, New Bern, NC 28561",-77.06627783362227,35.11381805,306
Carolinas HealthCare System - Blue Ridge,"2201 S Sterling St, Morganton, NC 28655",-81.65523264695278,35.726479049999995,156
Carolinas Medical Center,"1000 Blythe Blvd, Charlotte, NC 28203",-80.83931376395819,35.20374595,1257
CaroMont Regional Medical Center,"2525 Court Dr, Gastonia, NC 28054",-81.13954344086048,35.27215775,383
Carteret Healthcare,"3500 Arendell St, Morehead City, NC 28557",-76.75520666271657,34.725896399999996,99
Catawba Valley Medical Center,"810 Fairgrove Church Rd SE, Hickory, NC 28602",-81.262099,35.696653,258
Central Carolina Hospital,"1135 Carthage St, Sanford, NC 27330",-79.184589,35.477734,127
Central Harnett Hospital,"215 Brightwater Dr, Lillington, NC 27546",,,0
Central Prison Hospital,,,,0
Charles George VA Medical Center - Asheville NC,"1100 Tunnel Rd, Asheville, NC 28805",-82.4841066809553,35.58988545,0
Cherokee Indian Hospital,"1 Hospital Rd, Cherokee, NC 28719",-83.32366994197079,35.483776500000005,20
Columbus Regional Healthcare System,"500 Jefferson St, Whiteville, NC 28472",-78.69445306145613,34.33734065,154
Cone Health Annie Penn Hospital,"618 S Main St, Reidsville, NC 27320",-79.66747489409163,36.3537734,152
Cone Health Wesley Long Hospital,"2400 W Friendly Ave, Greensboro, NC 27403",-79.828421,36.081338,0
Cone Health Women's Hospital,"2400 W Friendly Ave, Greensboro, NC 27403",-79.828421,36.081338,0
Davis Regional Medical Center,"218 Old Mocksville Rd, Statesville, NC 28625",-80.82917193769809,35.8191549,140
Duke Raleigh Hospital,"3400 Wake Forest Rd, Raleigh, NC 27609",-78.6214318,35.8255793,175
Duke Regional Hospital,"3643 N Roxboro St, Durham, NC 27704",-78.90020182455234,36.03680085,354
Duke University Hospital,"2301 Erwin Rd, Durham, NC 27710",-78.93734788335824,36.007021300000005,977
Durham VA Medical Center,"508 Fulton St, Durham, NC 27705",-78.9373772782703,36.008899199566116,0
Fayetteville VA Medical Center,"2300 Ramsey St, Fayetteville, NC 28301",-78.87668722568017,35.0876351,0
FirstHealth Moore Regional Hospital,"155 Memorial Dr, Pinehurst, NC 28374",-79.45629907800082,35.2059281,449
FirstHealth Moore Regional Hospital-Hoke Campus,"6408 Fayetteville Rd, Raeford, NC 28376",,,0
FirstHealth Moore Regional Hospital-Richmond,"925 S Long Dr, Rockingham, NC 28379",-79.74955126854965,34.930364499999996,141
Frye Regional Medical Center,"420 N Center St, Hickory, NC 28601",-81.33809331388723,35.7373084,355
Granville Medical Center,"1010 College St, Oxford, NC 27565",-78.5921504267308,36.3270928,122
Harris Regional Hospital,"68 Hospital Rd, Sylva, NC 28779",-83.20260901520544,35.3854052,82
Haywood Regional Medical Center,"262 Leroy George Dr, Clyde, NC 28721",,,138
Hugh Chatham Memorial Hospital,"180 Parkwood Dr, Elkin, NC 28621",-80.83910119260966,36.2618023,81
Iredell Memorial Hospital,"557 Brookdale Dr, Statesville, NC 28677",-80.87873771865318,35.800373050000005,203
Johnston Health Clayton,"2138 NC-42 W, Clayton, NC 27520",-78.4415929,35.6372147,0
Johnston Health Smithfield,"509 N Brightleaf Blvd, Smithfield, NC 27577",-78.3349373225739,35.51431685,199
Lake Norman Regional Medical Center,"171 Fairview Rd, Mooresville, NC 28117",-80.85379414446592,35.5493162,123
Lenoir UNC Health Care,"100 Airport Rd, Kinston, NC 28501",-77.58334163883896,35.290104150000005,1103
Maria Parham Medical Center,"406 S. Chestnut St., Henderson, North Carolina",-78.4080161827208,36.32664061215944,102
Martin General Hospital,"310 S McCaskey Rd, Williamston, NC 27892",-77.07213120660988,35.839652799999996,43
Maynard Children's Hospital,"2102 Stantonsburg Rd, Greenville, NC 27834",-77.40562362399133,35.60540814484302,0
Mission Hospital - Memorial Campus,,,,727
Mission Hospital McDowell,"430 Rankin Dr, Marion, NC 28752",-82.02857838060021,35.662822899999995,49
Mission Saint Joseph Campus,"428 Biltmore Ave, Asheville, NC 28801",-82.55069545267209,35.58025757149729,0
Nash General Hospital,,,,345
Naval Hospital Camp Lejeune,"100 Brewster Blvd, Camp Lejeune, NC 28547",,,0
New Hanover Regional Medical Center,"2131 S 17th St, Wilmington, NC 28401",-77.92105615450585,34.205089099999995,738
New Hanover Regional Medical Center - Orthopedic Hospital,"5301 Wrightsville Ave, Wilmington, NC 28403",-77.86288092076006,34.21313755,94
North Carolina Specialty Hospital,"3916 Ben Franklin Blvd, Durham, NC 27704",-78.8968568108163,36.043054850000004,18
Northern Hospital of Surry County,"830 Rockford St, Mt Airy, NC 27030",-80.61229627839566,36.48911485,133
Novant Health Brunswick Medical Center,"240 Hospital Dr, Bolivia, NC 28422",,,61
Novant Health Charlotte Orthopaedic Hospital,"1901 Randolph Rd, Charlotte, NC 28207",-80.82321409173201,35.21033385,80
Novant Health Forsyth Medical Center,,,,901
Novant Health Huntersville Medical Center,"10030 Gilead Rd, Huntersville, NC 28078",-80.8600158,35.4064661,93
Novant Health Kernersville Medical Center,"1750 Kernersville Medical Pkwy, Kernersville, NC 27284",-80.04558578123202,36.092696950928556,0
Novant Health Matthews Medical Center,"1500 Matthews Township Pkwy, Matthews, NC 28105",-80.71471378551084,35.11972785,123
Novant Health Medical Park Hospital,"1950 S Hawthorne Rd, Winston-Salem, NC 27103",-80.29607896243982,36.078975549999996,22
Novant Health Mint Hill Medical Center,"8201 Healthcare Loop, Charlotte, NC 28215",,,28
Novant Health Presbyterian Medical Center,"200 Hawthorne Ln, Charlotte, NC 28204",-80.8243454,35.2127722,602
Novant Health Rowan Medical Center,"612 Mocksville Ave, Salisbury, NC 28144",-80.47113041650749,35.6816495,199
Novant Health Thomasville Medical Center,"207 Old Lexington Rd, Thomasville, NC 27360",-80.11108959018533,35.87976465,119
Onslow Memorial Hospital,"317 Western Blvd, Jacksonville, NC 28546",-77.38533117976878,34.76247565,162
Pardee Hospital,"800 N Justice St, Hendersonville, NC 28791",-82.4677800665597,35.3204837,160
Person Memorial Hospital,"615 Ridge Rd, Roxboro, NC 27573",-78.98524838272327,36.40848405,98
Randolph Hospital,"364 White Oak St, Asheboro, NC 27203",-79.815394,35.710255,145
Rutherford Hospital,"288 S Ridgecrest St, Rutherfordton, NC 28139",-81.9656609,35.3626207,125
Sampson Regional Medical Center,"607 Beaman St, Clinton, NC 28328",-78.32481250491648,35.0070507,71
Scotland Memorial Hospital,"500 Lauchwood Dr, Laurinburg, NC 28352",-79.46884571195173,34.75273785,104
Sentara Albemarle Medical Center,"1144 N Road St, Elizabeth City, NC 27909",-76.21861903167706,36.32361625,91
Southeastern Regional Medical Center,"300 W 27th St, Lumberton, NC 28358",-79.0119809,34.6372399,371
The Moses H. Cone Memorial Hospital,"1121 N Church St, Greensboro, NC 27401",-79.7887045,36.2332788,831
UNC Hospitals Hillsborough Campus,"430 Waterstone Dr, Hillsborough, NC 27278",-79.0909761262633,36.036918650000004,0
UNC Medical Center,,,,937
UNC Rex Healthcare,"4420 Lake Boone Trail, Raleigh, NC 27607",-78.6796931,35.8146966,559
UNC Rockingham Health Care,"117 E Kings Hwy, Eden, NC 27288",-79.73880188301777,36.49507585,229
Vidant Beaufort Hospital,"628 E 12th St, Washington, NC 27889",-77.03809766032161,35.54923895,91
Vidant Duplin Hospital,"401 N Main St, Kenansville, NC 28349",-77.96186572649601,34.9648246,74
Vidant Edgecombe Hospital,"111 Hospital Dr, Tarboro, NC 27886",-77.5557565884775,35.9212473,117
Vidant Medical Center,"2100 Stantonsburg Rd, Greenville, NC 27834",-77.4071734,35.6087106,943
Vidant North Hospital,"250 Smith Church Rd, Roanoke Rapids, NC 27870",-77.64626591830444,36.4324228,124
Vidant Roanoke-Chowan Hospital,"500 S Academy St, Ahoskie, NC 27910",-76.994409,36.284852,98
"W. G. (Bill) Hefner VA Medical Center - Salisbury, NC","1601 Brenner Ave, Salisbury, NC 28144",-80.49075340262227,35.68456975,0
Wake Forest Baptist Health - Wilkes Medical Center,"1370 W D St, North Wilkesboro, NC 28659",-81.15823651647887,36.160050999999996,103
Wake Forest Baptist Health -High Point Medical Center,"1 Medical Center Blvd, Winston-Salem, NC 27157",-80.26771223216093,36.08983775,304
Wake Forest Baptist Health Davie Medical Center,"329 NC-801 N, Bermuda Run, NC 27006",-80.43603629411764,35.997981411764705,18
Wake Forest Baptist Health Lexington Medical Center,,,,80
Wake Forest Baptist Medical Center,"1 Medical Center Blvd, Winston-Salem, NC 27157",-80.26771223216093,36.08983775,870
WakeMed Cary Hospital,"1900 Kildaire Farm Rd, Cary, NC 27518",,,178
WakeMed North Family Health and Women's Hospital,"10000 Falls of Neuse Rd, Raleigh, NC 27614",-78.5745413,35.935673,0
WakeMed Raleigh Campus,"3000 New Bern Ave, Raleigh, NC 27610",-78.5891359,35.7846543,683
Watauga Medical Center,"336 Deerfield Rd, Boone, NC 28607",-81.65108915822813,36.19853665,95
Wayne UNC Health Care,"2700 Wayne Memorial Dr, Goldsboro, NC 27534",-77.95247964388892,35.39867825,261
Wilmington Treatment Center,"2520 Troy Dr, Wilmington, NC 28401",-77.92946,34.194225,92
Wilson Medical Center,"1705 Tarboro St SW, Wilson, NC 27893",,,294
Womack Army Medical Center,"2817 Reilly Rd, Fort Bragg, NC 28310",-79.00237657569109,35.14579175,0
Altru Hospital,,,,294
CHI Saint Alexius Health Bismarck,,,,225
Cobalt Rehabilitation Hospital - Fargo,"4671 38th St S, Fargo, ND 58104",-96.84014312844037,46.809856412844034,0
Essentia Health Fargo,,,,133
Fargo VA Health Care System,"2101 Elm St N, Fargo, ND 58102",-96.77699186250001,46.9065656375,0
Fort Yates Hospital,"10 Standing Rock Ave, Fort Yates, ND 58538",-100.62714,46.092708,12
Quentin N. Burdick Memorial Health Care Facility,"1300 Hospital Loop, Belcourt, ND 58316",,,27
Sanford Bismarck Medical Center,"300 N 7th St, Bismarck, ND 58501",-100.78233470090203,46.80749415,227
Sanford Medical Center Fargo,"5225 23rd Ave S, Fargo, ND 58104",-96.87681928117539,46.8455717,512
Sanford South University Medical Center,"1720 S University Dr, Fargo, ND 58103",-96.79838420408163,46.85412293877551,145
Trinity Hospital,,,,428
Bryan Medical Center - East Campus,"1600 S 48th St, Lincoln, NE 68506",-96.65130529005563,40.7970947,574
Bryan Medical Center - West Campus,"2300 S 16th St, Lincoln, NE 68502",-96.6983092763819,40.79282498994975,230
CHI Health Creighton University Medical Center - Bergan Mercy,"7500 Mercy Rd, Omaha, NE 68124",-96.03112319371702,41.2395005,385
CHI Health Good Samaritan,,,,239
CHI Health Immanuel,"6901 N 72nd St, Omaha, NE 68122",-96.0199099786092,41.322210049999995,232
CHI Health Lakeside,"16901 Lakeside Hills Ct, Omaha, NE 68130",-96.18046733527683,41.2374612,108
CHI Health Midlands,"11109 S 84th St, Papillion, NE 68046",-96.042821,41.13849067346939,28
CHI Health Nebraska Heart,"7500 S 91st St, Lincoln, NE 68526",-96.59330994983512,40.7361876,54
CHI Health Saint Elizabeth,"555 S 70th St, Lincoln, NE 68510",-96.62683628741198,40.8082818,235
CHI Health Saint Francis,"2620 W Faidley Ave, Grand Island, NE 68803",-98.37152655,40.9254888,186
Columbus Community Hospital,"1430 S High St, Columbus, OH 43207",-82.99496032065784,39.93294735,47
Faith Regional Health Services,"2700 W Norfolk Ave, Norfolk, NE 68701",-97.45340715393505,42.03465185,129
Great Plains Health,"601 W Leota St, North Platte, NE 69101",-100.77016900000001,41.121655950000005,116
Kearney Regional Medical Center,"804 22nd Ave, Kearney, NE 68845",-99.1124984653872,40.68227335,94
Lincoln Surgical Hospital,"1710 S 70th St, Lincoln, NE 68506",-96.6237071,40.7947479,21
Mary Lanning Memorial Hospital,"715 N St Joseph Ave, Hastings, NE 68901",-98.3873596790537,40.591527299999996,143
Methodist Fremont Health,"450 E 23rd St, Fremont, NE 68025",-96.49137378402403,41.4534446,176
Methodist Hospital,,,,374
Methodist Women's Hospital,"707 N 190th Plaza, Elkhorn, NE 68022",-96.2132824,41.2665659,0
Midwest Surgical Hospital,"7915 Farnam Dr, Omaha, NE 68114",-96.03724039919963,41.257827500000005,19
Nebraska Medicine- Bellevue,"2510 Bellevue Medical Center Dr #200, Bellevue, NE 68123",,,61
Nebraska Spine Hospital,"6901 N 72nd St #20300, Omaha, NE 68122",,,34
Omaha VA Medical Center,"4101 Woolworth Ave #4199, Omaha, NE 68105",,,0
OrthoNebraska,"2725 S 144th St Suite #212, Omaha, NE 68144",,,24
Regional West Medical Center,"4021 Ave B, Scottsbluff, NE 69361",-103.66342773593979,41.886664249999995,158
The Nebraska Medical Center,,,,558
Catholic Medical Center,"100 McGregor St, Manchester, NH 03102",-71.472953,42.994196,251
Cheshire Medical Center,,,,110
Concord Hospital,"250 Pleasant St, Concord, NH 03301",-71.56335907061613,43.2001803,221
Dartmouth-Hitchcock Medical Center,"1 Medical Center Dr, Lebanon, NH 03766",-72.27010183310576,43.67568425,422
