NAME,ADDRESS,CITY,STATE,COUNTRY,ZIP,TYPE,STATUS,POPULATION,COUNTY,LATITUDE,LONGITUDE,NAICS_CODE,NAICS_DESC,SOURCE,WEBSITE,OWNER,BEDS
PAUL OLIVER MEMORIAL HOSPITAL,224 PARK AVENUE,FRANKFORT,MI,USA,49635,CRITICAL ACCESS,OPEN,8,BENZIE,44.63678167,-86.24300107,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://w2.lara.state.mi.us/VAL/License/Search,http://www.munsonhealthcare.org,NON-PROFIT,8
SPARROW CARSON HOSPITAL,406 EAST ELM ST,CARSON CITY,MI,USA,48811,GENERAL ACUTE CARE,OPEN,61,MONTCALM,43.17558538,-84.84241818,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://w2.lara.state.mi.us/VAL/License/Search,http://www.sparrow.org/?sid=19&id=2044,NON-PROFIT,61
IONIA COUNTY MEMORIAL HOSPITAL,479 LAFAYETTE STREET,IONIA,MI,USA,48846,GENERAL ACUTE CARE,CLOSED,25,IONIA,42.98518017,-85.05045935,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,"http://www.michigan.gov/lara/0,4601,7-154-35299_63294_63302---,00.html",http://www.sparrow.org/sparrowionia,NON-PROFIT,25
ST JOHN MACOMB-OAKLAND HOSPITAL-OAKLAND CENTER,27351 DEQUINDRE,MADISON HEIGHTS,MI,USA,48071,GENERAL ACUTE CARE,OPEN,133,OAKLAND,42.49391602,-83.08679372,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://w2.lara.state.mi.us/VAL/License/Search,https://www.stjohnprovidence.org/Oakland/,NON-PROFIT,133
SPECTRUM HEALTH GERBER MEMORIAL,212 S SULLIVAN ST,FREMONT,MI,USA,49412,GENERAL ACUTE CARE,OPEN,25,NEWAYGO,43.46480986,-85.95036313,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://w2.lara.state.mi.us/VAL/License/Search,http://www.spectrumhealth.org,NON-PROFIT,25
SPECTRUM HEALTH BIG RAPIDS HOSPITAL,605 OAK STREET,BIG RAPIDS,MI,USA,49307,GENERAL ACUTE CARE,OPEN,69,MECOSTA,43.69388471,-85.47492753,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://w2.lara.state.mi.us/VAL/License/Search,http://www.mcmcbr.com,NON-PROFIT,69
MIDMICHIGAN MEDICAL CENTER-CLARE,703 N MCEWAN ST,CLARE,MI,USA,48617,GENERAL ACUTE CARE,OPEN,49,CLARE,43.82096498,-84.76904746,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://w2.lara.state.mi.us/VAL/License/Search,http://www.midmichigan.org,NON-PROFIT,49
THREE RIVERS HEALTH,701 S HEALTH PARKWAY,THREE RIVERS,MI,USA,49093,GENERAL ACUTE CARE,OPEN,60,ST. JOSEPH,41.93540767,-85.64792561,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://w2.lara.state.mi.us/VAL/License/Search,http://www.threerivershealth.org,GOVERNMENT - DISTRICT/AUTHORITY,60
ST JOHN RIVER DISTRICT HOSPITAL,4100 RIVER RD,EAST CHINA,MI,USA,48054,GENERAL ACUTE CARE,OPEN,68,ST. CLAIR,42.78536365,-82.47920191,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://w2.lara.state.mi.us/VAL/License/Search,http://www.stjohn.org,NON-PROFIT,68
"COVENANT MEDICAL CENTER, COOPER",700 COOPER,SAGINAW,MI,USA,48602,GENERAL ACUTE CARE,OPEN,290,SAGINAW,43.42978585,-83.95300198,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://w2.lara.state.mi.us/VAL/License/Search,http://www.covenanthealthcare.com/Main/Home.aspx,NON-PROFIT,290
"COVENANT MEDICAL CENTER, MICHIGAN",515 N. MICHIGAN AVE.,SAGINAW,MI,USA,48602,GENERAL ACUTE CARE,OPEN,56,SAGINAW,43.4208002,-83.96029184,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://w2.lara.state.mi.us/VAL/License/Search,http://www.covenanthealthcare.com/Main/Home.aspx,NON-PROFIT,56
HUTZEL WOMEN'S HOSPITAL,3980 JOHN R,DETROIT,MI,USA,48201,GENERAL ACUTE CARE,OPEN,114,WAYNE,42.35113692,-83.05585797,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://w2.lara.state.mi.us/VAL/License/Search,http://www.harperhospital.org,PROPRIETARY,114
CHIPPEWA COUNTY WAR MEMORIAL HOSPITAL,500 OSBORN BLVD,SAULT SAINTE MARIE,MI,USA,49783,GENERAL ACUTE CARE,OPEN,82,CHIPPEWA,46.49808087,-84.35055118,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://w2.lara.state.mi.us/VAL/License/Search,http://www.warmemorialhospital.org,NON-PROFIT,82
BARAGA COUNTY MEMORIAL HOSPITAL,18341 US HIGHWAY 41,L' ANSE,MI,USA,49946,GENERAL ACUTE CARE,OPEN,15,BARAGA,46.73178952,-88.42500413,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://w2.lara.state.mi.us/VAL/License/Search,http://www.bcmh.org,GOVERNMENT - LOCAL,15
ST JOSEPH MERCY HOSPITAL-SALINE,400 W RUSSELL ST,SALINE,MI,USA,48176,GENERAL ACUTE CARE,CLOSED,-999,WASHTENAW,42.16723162,-83.79088457,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.michigan.gov/lara/,http://www.stjoeshealth.org/saline,NON-PROFIT,-999
SWIFT COUNTY BENSON HOSPITAL,1815 WISCONSIN AVENUE,BENSON,MN,USA,56215,CRITICAL ACCESS,OPEN,31,SWIFT,45.31435721,-95.60903789,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.health.state.mn.us/divs/fpc/directory/providerselect.cfm,http://www.scbh.org,GOVERNMENT - DISTRICT/AUTHORITY,31
SSM HEALTH ST. MARY'S HOSPITAL - JEFFERSON CITY,2505 MISSION DR,JEFFERSON CITY,MO,USA,65109,GENERAL ACUTE CARE,OPEN,154,COLE,38.55869819,-92.22156912,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://health.mo.gov/safety/healthservregs/directories.php,https://www.ssmhealth.com/locations/st-marys-hospital-jefferson-city?utm_id=gmb18-13,NON-PROFIT,154
NORTH KANSAS CITY HOSPITAL,2800 CLAY EDWARDS DRIVE NORTH,NORTH KANSAS CITY,MO,USA,64116,GENERAL ACUTE CARE,OPEN,451,CLAY,39.14898758,-94.55116162,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://health.mo.gov/safety/healthservregs/directories.php,http://www.nkch.org,GOVERNMENT - LOCAL,451
NORTHWEST MEDICAL CENTER,705 N. COLLEGE STREET,ALBANY,MO,USA,64402,CRITICAL ACCESS,OPEN,35,GENTRY,40.25275515,-94.32438907,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://health.mo.gov/safety/healthservregs/directories.php,https://www.mymosaiclifecare.org/Main/Location/albany-mo/mosaic-life-care-services-at-northwest-medical-center/,NON-PROFIT,35
ST. JOSEPH MEDICAL CENTER,1000 CARONDELET DRIVE,KANSAS CITY,MO,USA,64114,GENERAL ACUTE CARE,OPEN,310,JACKSON,38.93613547,-94.60381772,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://health.mo.gov/safety/healthservregs/directories.php,http://www.carondelethealth.org,NON-PROFIT,310
LEE'S SUMMIT MEDICAL CENTER,2100 SE BLUE PARKWAY,LEE'S SUMMIT,MO,USA,64063,GENERAL ACUTE CARE,OPEN,64,JACKSON,38.90363485,-94.33298166,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://health.mo.gov/safety/healthservregs/directories.php,http://www.leessummitmedicalcenter.com,PROPRIETARY,64
CASS REGIONAL MEDICAL CENTER,2800 E ROCK HAVEN ROAD,HARRISONVILLE,MO,USA,64701,CRITICAL ACCESS,OPEN,35,CASS,38.66507203,-94.37749675,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://health.mo.gov/safety/healthservregs/directories.php,http://www.cassregional.org,GOVERNMENT - LOCAL,35
MISSOURI BAPTIST MEDICAL CENTER,3015 NORTH BALLAS ROAD TOWN,ST. LOUIS,MO,USA,63131,GENERAL ACUTE CARE,OPEN,489,ST. LOUIS,38.63636666,-90.44677235,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://health.mo.gov/safety/healthservregs/directories.php,https://www.missouribaptist.org/,NON-PROFIT,489
PROGRESS WEST HEALTHCARE CENTER,2 PROGRESS POINT PKWY,O'FALLON,MO,USA,63368,GENERAL ACUTE CARE,OPEN,76,ST. CHARLES,38.71595266,-90.69814249,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://health.mo.gov/safety/healthservregs/directories.php,https://www.progresswest.org/,NON-PROFIT,76
CAPITAL REGION MEDICAL CENTER,1125 MADISON,JEFFERSON CITY,MO,USA,65101,GENERAL ACUTE CARE,OPEN,114,COLE,38.56579236,-92.18179252,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://health.mo.gov/safety/healthservregs/directories.php,http://www.crmc.org,NON-PROFIT,114
SCOTLAND COUNTY HOSPITAL,450 E. SIGLER AVENUE,MEMPHIS,MO,USA,63555,CRITICAL ACCESS,OPEN,25,SCOTLAND,40.46477539,-92.16495149,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://health.mo.gov/safety/healthservregs/directories.php,http://www.scotlandcountyhospital.com,GOVERNMENT - DISTRICT/AUTHORITY,25
SSM HEALTH CARDINAL GLENNON CHILDREN'S MEDICAL CENTER,1465 SOUTH GRAND BOULEVARD,ST. LOUIS,MO,USA,63104,GENERAL ACUTE CARE,OPEN,195,ST. LOUIS CITY,38.62172491,-90.23910389,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://health.mo.gov/safety/healthservregs/directories.php,https://www.ssmhealth.com/locations/location-details/costas-center-cardinal-glennon-childrens-hospital?utm_id=gmb18-13,NON-PROFIT,195
MERCY ST. FRANCIS HOSPITAL,100 WEST HIGHWAY 60,MOUNTAIN VIEW,MO,USA,65548,CRITICAL ACCESS,OPEN,25,HOWELL,37.00243861,-91.70323321,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://health.mo.gov/safety/healthservregs/directories.php,https://www.mercy.net/practice/mercy-st-francis-hospital,NON-PROFIT,25
COX MEDICAL CENTER BRANSON,"525 BRANSON LANDING BLVD, PO BOX 650",BRANSON,MO,USA,65616,GENERAL ACUTE CARE,OPEN,157,TANEY,36.65061008,-93.22186944,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://health.mo.gov/safety/healthservregs/directories.php,www.coxhealth.com/,NON-PROFIT,157
NORTHEAST REGIONAL MEDICAL CENTER,315 SOUTH OSTEOPATHY,KIRKSVILLE,MO,USA,63501,GENERAL ACUTE CARE,OPEN,93,ADAIR,40.19351194,-92.5890641,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://health.mo.gov/safety/healthservregs/directories.php,http://www.nermc.com,PROPRIETARY,93
"LANDMARK HOSPITAL OF COLUMBIA, LLC",604 OLD HWY 63 N,COLUMBIA,MO,USA,65201,GENERAL ACUTE CARE,OPEN,42,BOONE,38.95798994,-92.31131232,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://health.mo.gov/safety/healthservregs/directories.php,http://www.landmarkhospitals.com,PROPRIETARY,42
PIKE COUNTY MEMORIAL HOSPITAL,2305 GEORGIA STREET,LOUISIANA,MO,USA,63353,CRITICAL ACCESS,OPEN,25,PIKE,39.44066438,-91.06478066,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://health.mo.gov/safety/healthservregs/directories.php,http://www.pcmh-mo.org,GOVERNMENT - LOCAL,25
SOUTHEASTHEALTH,1701 LACEY STREET,CAPE GIRARDEAU,MO,USA,63701,GENERAL ACUTE CARE,OPEN,263,CAPE GIRARDEAU,37.31073434,-89.53984582,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://health.mo.gov/safety/healthservregs/directories.php,http://www.sehealth.org/,NON-PROFIT,263
LAKE REGIONAL HEALTH SYSTEM,54 HOSPITAL DRIVE,OSAGE BEACH,MO,USA,65065,GENERAL ACUTE CARE,OPEN,116,CAMDEN,38.12063059,-92.68304349,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://health.mo.gov/safety/healthservregs/directories.php,http://www.lakeregional.com,NON-PROFIT,116
BLACK RIVER COMMUNITY MEDICAL CENTER,217 PHYSICIANS PARK DRIVE,POPLAR BLUFF,MO,USA,63901,GENERAL ACUTE CARE,OPEN,8,BUTLER,36.77214562,-90.45755132,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://health.mo.gov/safety/healthservregs/directories.php,http://blackrivermedical.com/,PROPRIETARY,8
POPLAR BLUFF REGIONAL MEDICAL CENTER - WESTWOOD,2620 NORTH WESTWOOD BOULEVARD,POPLAR BLUFF,MO,USA,63901,GENERAL ACUTE CARE,OPEN,38,BUTLER,36.78558106,-90.4261255,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://health.mo.gov/safety/healthservregs/directories.php,http://www.poplarbluffregional.com/locations/poplar-bluff-rmc-westwood,PROPRIETARY,38
PATIENT’S CHOICE MEDICAL CENTER OF HUMPHREYS COUNTY,500 CCC ROAD,BELZONI,MS,USA,39038,GENERAL ACUTE CARE,CLOSED,34,HUMPHREYS,33.18305482,-90.47008105,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://msdh.ms.gov/msdhsite/_static/resources/7660.pdf,http://teamhealthms.com/about_us.html,PROPRIETARY,34
PATIENTS CHOICE MEDICAL CENTER,327 MAGNOLIA DRIVE,RALEIGH,MS,USA,39153,GENERAL ACUTE CARE,OPEN,29,SMITH,32.00013987,-89.51948724,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://msdh.ms.gov/msdhsite/_static/resources/7660.pdf,http://teamhealthms.com/pcmc-smith_county.html,PROPRIETARY,29
JASPER GENERAL HOSPITAL,15-A SOUTH 6TH STREET,BAY SPRINGS,MS,USA,39422,GENERAL ACUTE CARE,OPEN,16,JASPER,31.97702901,-89.29131849,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://msdh.ms.gov/msdhsite/_static/resources/7660.pdf,www.jaspergeneralhospital.com/?,GOVERNMENT - LOCAL,16
PIONEER MEDICAL CENTER - CAH,301 WEST 7TH AVENUE,BIG TIMBER,MT,USA,59011,CRITICAL ACCESS,OPEN,50,SWEET GRASS,45.82824546,-109.9520716,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://dphhs.mt.gov/qad/healthcarefacilitieslist,http://pmcmt.org/,GOVERNMENT - LOCAL,50
LIVINGSTON HEALTHCARE,504 S 13TH ST,LIVINGSTON,MT,USA,59047,GENERAL ACUTE CARE,CLOSED,-999,PARK,45.6492691,-110.5692874,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.dphhs.mt.gov/qad/healthcarefacilitieslist/,http://www.livingstonhealthcare.org,NON-PROFIT,-999
BIG SANDY MEDICAL CENTER,166 MONTANA AVENUE EAST,BIG SANDY,MT,USA,59520,CRITICAL ACCESS,OPEN,30,CHOUTEAU,48.17879073,-110.1087565,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://dphhs.mt.gov/qad/healthcarefacilitieslist,http://www.bsmc.org,NON-PROFIT,30
MCCONE COUNTY HEALTH CENTER,605 SULLIVAN AVE,CIRCLE,MT,USA,59215,CRITICAL ACCESS,OPEN,25,MCCONE,47.41884871,-105.5807272,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://dphhs.mt.gov/qad/healthcarefacilitieslist,http://www.mcconehealth.org/,GOVERNMENT - LOCAL,25
GLENDIVE MEDICAL CENTER,202 PROSPECT DR,GLENDIVE,MT,USA,59330,CRITICAL ACCESS,OPEN,96,DAWSON,47.11742516,-104.7038336,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://dphhs.mt.gov/qad/healthcarefacilitieslist,http://www.gmc.org,NON-PROFIT,96
NOVANT HEALTH FORSYTH MEDICAL CENTER,3333 SILAS CREEK PKWY,WINSTON SALEM,NC,USA,27103,GENERAL ACUTE CARE,OPEN,919,FORSYTH,36.07555041,-80.29728716,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www2.ncdhhs.gov/dhsr/reports.htm,https://www.novanthealth.org/forsyth-medical-center.aspx,NON-PROFIT,919
FRANKLIN REGIONAL MEDICAL CENTER,100 HOSPITAL DRIVE,LOUISBURG,NC,USA,27549,GENERAL ACUTE CARE,CLOSED,83,FRANKLIN,36.11230617,-78.29353379,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www2.ncdhhs.gov/dhsr/data/hllist.pdf,https://www.novanthealth.org/franklin-medical-center.aspx,NON-PROFIT,83
CENTRAL CAROLINA HOSPITAL,1135 CARTHAGE ST,SANFORD,NC,USA,27330,GENERAL ACUTE CARE,OPEN,127,LEE,35.46907449,-79.18720488,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www2.ncdhhs.gov/dhsr/reports.htm,http://www.centralcarolinahosp.com,PROPRIETARY,127
GRANVILLE HEALTH SYSTEM,1010 COLLEGE STREET,OXFORD,NC,USA,27565,GENERAL ACUTE CARE,OPEN,142,GRANVILLE,36.32641569,-78.59335192,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www2.ncdhhs.gov/dhsr/reports.htm,http://www.granvillemedical.com,GOVERNMENT - LOCAL,142
CAROLINAS MEDICAL CENTER-MERCY,2001 VAIL AVE,CHARLOTTE,NC,USA,28207,GENERAL ACUTE CARE,OPEN,305,MECKLENBURG,35.21015517,-80.82102909,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www2.ncdhhs.gov/dhsr/reports.htm,http://www.carolinashealthcare.org/cmc-mercy,GOVERNMENT - DISTRICT/AUTHORITY,305
CAROLINAS HEALTHCARE SYSTEM PINEVILLE,10628 PARK RD,CHARLOTTE,NC,USA,28210,GENERAL ACUTE CARE,OPEN,206,MECKLENBURG,35.09201218,-80.87161819,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www2.ncdhhs.gov/dhsr/reports.htm,https://www.carolinashealthcare.org/locations/carolinas-healthcare-system-pineville,GOVERNMENT - DISTRICT/AUTHORITY,206
ANGEL MEDICAL CENTER,120 RIVERVIEW STREET,FRANKLIN,NC,USA,28744,GENERAL ACUTE CARE,OPEN,59,MACON,35.18466142,-83.37868892,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www2.ncdhhs.gov/dhsr/reports.htm,http://www.angelmed.org,GOVERNMENT - DISTRICT/AUTHORITY,59
HIGHLANDS-CASHIERS HOSPITAL,190 HOSPITAL DRIVE,HIGHLANDS,NC,USA,28741,GENERAL ACUTE CARE,OPEN,24,MACON,35.08658651,-83.18589113,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www2.ncdhhs.gov/dhsr/reports.htm,http://www.hchospital.org,NON-PROFIT,24
WESLEY LONG COMMUNITY HOSPITAL,501 N ELAM AVENUE,GREENSBORO,NC,USA,27403,GENERAL ACUTE CARE,OPEN,175,GUILFORD,36.08342606,-79.82541858,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www2.ncdhhs.gov/dhsr/reports.htm,http://www.conehealth.com/locations/wesley-long-hospital,NON-PROFIT,175
HARRIS REGIONAL HOSPITAL,68 HOSPITAL RD,SYLVA,NC,USA,28779,GENERAL ACUTE CARE,OPEN,86,JACKSON,35.38601089,-83.20300137,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www2.ncdhhs.gov/dhsr/reports.htm,http://www.myharrisregional.com/,NON-PROFIT,86
WAYNE MEMORIAL HOSPITAL,2700 WAYNE MEMORIAL DRIVE,GOLDSBORO,NC,USA,27533,GENERAL ACUTE CARE,OPEN,316,WAYNE,35.39848375,-77.9524687,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www2.ncdhhs.gov/dhsr/reports.htm,http://www.waynehealth.org,NON-PROFIT,316
MARIA PARHAM MEDICAL CENTER,566 RUIN CREEK ROAD,HENDERSON,NC,USA,27536,GENERAL ACUTE CARE,OPEN,102,VANCE,36.33086506,-78.44944646,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www2.ncdhhs.gov/dhsr/reports.htm,http://www.mariaparham.com,NON-PROFIT,102
"WATAUGA MEDICAL CENTER, INC.",336 DEERFIELD ROAD,BOONE,NC,USA,28607,GENERAL ACUTE CARE,OPEN,117,WATAUGA,36.19846886,-81.65152936,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www2.ncdhhs.gov/dhsr/reports.htm,https://apprhs.org/locations/watauga-medical-center,NON-PROFIT,117
NORTHERN HOSPITAL OF SURRY COUNTY,830 ROCKFORD STREET,MOUNT AIRY,NC,USA,27030,GENERAL ACUTE CARE,OPEN,133,SURRY,36.48860409,-80.6121681,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www2.ncdhhs.gov/dhsr/reports.htm,http://www.northernhospital.com,GOVERNMENT - DISTRICT/AUTHORITY,133
"HUGH CHATHAM MEMORIAL HOSPITAL, INC.",180 PARKWOOD DRIVE,ELKIN,NC,USA,28621,GENERAL ACUTE CARE,OPEN,93,SURRY,36.26186461,-80.83830267,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www2.ncdhhs.gov/dhsr/reports.htm,http://www.hughchatham.org,NON-PROFIT,93
ALLEGHANY MEMORIAL HOSPITAL,233 DOCTORS STREET,SPARTA,NC,USA,28675,GENERAL ACUTE CARE,OPEN,41,ALLEGHANY,36.50952105,-81.11461101,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www2.ncdhhs.gov/dhsr/reports.htm,http://www.amhsparta.org,NON-PROFIT,41
ALAMANCE REGIONAL MEDICAL CENTER,1240 HUFFMAN MILL ROAD,BURLINGTON,NC,USA,27216,GENERAL ACUTE CARE,OPEN,238,ALAMANCE,36.06120389,-79.50224357,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www2.ncdhhs.gov/dhsr/reports.htm,http://www.armc.com,NON-PROFIT,238
"ASHE MEMORIAL HOSPITAL, INC.",200 HOSPITAL AVE.,JEFFERSON,NC,USA,28640,GENERAL ACUTE CARE,OPEN,76,ASHE,36.42330853,-81.45752318,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www2.ncdhhs.gov/dhsr/reports.htm,http://www.ashememorial.org,NON-PROFIT,76
ST. LUKE'S HOSPITAL,101 HOSPITAL DRIVE,COLUMBUS,NC,USA,28722,GENERAL ACUTE CARE,OPEN,35,POLK,35.23946794,-82.21262408,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www2.ncdhhs.gov/dhsr/reports.htm,http://www.saintlukeshospital.com,NON-PROFIT,35
CATAWBA VALLEY MEDICAL CENTER,810 FAIRGROVE CHURCH ROAD,HICKORY,NC,USA,28602,GENERAL ACUTE CARE,OPEN,258,CATAWBA,35.71385557,-81.26734191,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www2.ncdhhs.gov/dhsr/reports.htm,http://www.catawbavalleymc.org,GOVERNMENT - LOCAL,258
SCOTLAND MEMORIAL HOSPITAL AND EDWIN MORGAN CENTER,500 LAUCHWOOD DRIVE,LAURINBURG,NC,USA,28352,GENERAL ACUTE CARE,OPEN,104,SCOTLAND,34.75316918,-79.46980141,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www2.ncdhhs.gov/dhsr/reports.htm,http://www.scotlandhealth.org/getpage.php?name=index,PROPRIETARY,104
"BLUE RIDGE REGIONAL HOSPITAL, INC",125 HOSPITAL DRIVE,SPRUCE PINE,NC,USA,28777,GENERAL ACUTE CARE,OPEN,46,MITCHELL,35.91099,-82.06277435,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www2.ncdhhs.gov/dhsr/reports.htm,http://www.spchospital.org,NON-PROFIT,46
FIRSTHEALTH MONTGOMERY MEMORIAL HOSPITAL,520 ALLEN STREET,TROY,NC,USA,27371,GENERAL ACUTE CARE,OPEN,37,MONTGOMERY,35.36481124,-79.8903683,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www2.ncdhhs.gov/dhsr/reports.htm,http://www.firsthealth.org,NON-PROFIT,37
THE OUTER BANKS HOSPITAL,4800 SOUTH CROATAN HIGHWAY,NAGS HEAD,NC,USA,27959,GENERAL ACUTE CARE,OPEN,21,DARE,35.9398365,-75.61764914,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www2.ncdhhs.gov/dhsr/reports.htm,http://www.theouterbankshospital.com,NON-PROFIT,21
ONSLOW MEMORIAL HOSPITAL,317 WESTERN BOULEVARD,JACKSONVILLE,NC,USA,28541,GENERAL ACUTE CARE,OPEN,162,ONSLOW,34.76275933,-77.38498682,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www2.ncdhhs.gov/dhsr/reports.htm,http://www.onslow.org,GOVERNMENT - DISTRICT/AUTHORITY,162
CRAWLEY MEMORIAL HOSPITAL,315 WEST COLLEGE AVENUE,SHELBY,NC,USA,28017,GENERAL ACUTE CARE,CLOSED,60,CLEVELAND,35.24985309,-81.67641059,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www2.ncdhhs.gov/dhsr/data/hllist.pdf,http://www.clevelandcountyhealthcaresystem.com/crawleymemorial.html,NON-PROFIT,60
NOVANT HEALTH BRUNSWICK MEDICAL CENTER,240 HOSPITAL DR NE,BOLIVIA,NC,USA,28422,GENERAL ACUTE CARE,OPEN,74,BRUNSWICK,34.03136121,-78.26144541,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www2.ncdhhs.gov/dhsr/reports.htm,http://local.elitehearingnetwork.com/bolivia-nc-hearing-center.html,NOT AVAILABLE,-999
ST ANDREWS HEALTH CENTER - CAH,316 OHMER STREET,BOTTINEAU,ND,USA,58318,CRITICAL ACCESS,OPEN,25,BOTTINEAU,48.82912481,-100.4499813,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.ndhealth.gov/hf/North_Dakota_Hospitals_Critical_access.htm,http://www.standrewshealth.com,NON-PROFIT,25
WEST RIVER REGIONAL MEDICAL CENTER-CAH,1000 HIGHWAY 12,HETTINGER,ND,USA,58639,CRITICAL ACCESS,OPEN,25,ADAMS,46.00180059,-102.6285744,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.ndhealth.gov/hf/North_Dakota_Hospitals_Critical_access.htm,http://www.wrhs.com,NON-PROFIT,25
LINTON HOSPITAL - CAH,518 NORTH BROADWAY,LINTON,ND,USA,58552,CRITICAL ACCESS,OPEN,14,EMMONS,46.27155757,-100.2333904,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.ndhealth.gov/hf/North_Dakota_Hospitals_Critical_access.htm,http://www.lintonhospital.com,NON-PROFIT,14
SOUTHWEST HEALTHCARE SERVICES,14 6TH AVE SW,BOWMAN,ND,USA,58623,CRITICAL ACCESS,OPEN,23,BOWMAN,46.18187141,-103.4046604,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.ndhealth.gov/hf/North_Dakota_Hospitals_Critical_access.htm,www.swhealthcare.net,NON-PROFIT,23
SANFORD MEDICAL CENTER FARGO,1720 UNIVERSITY DR S,FARGO,ND,USA,58103,GENERAL ACUTE CARE,OPEN,380,CASS,46.853883,-96.79753753,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.ndhealth.gov/hf/North_Dakota_Hospitals_Critical_access.htm,www.sanfordhealth.org,NON-PROFIT,380
